Time,Object,Mass,X,Y,VX,VY,AX,AY
1.140,3,1000.000000,0.370,-2.121,5.722,0.453,-2.107,14.330
1.150,1,1000.000000,3.028,-3.262,1.828,3.019,-2.264,2.476
1.150,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.150,3,1000.000000,0.427,-2.116,5.697,0.595,-2.474,14.189
1.160,1,1000.000000,3.046,-3.232,1.805,3.043,-2.292,2.469
1.160,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.160,3,1000.000000,0.484,-2.110,5.669,0.736,-2.833,14.039
1.170,1,1000.000000,3.064,-3.201,1.782,3.068,-2.321,2.462
1.170,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.170,3,1000.000000,0.541,-2.103,5.637,0.875,-3.183,13.880
1.180,1,1000.000000,3.082,-3.171,1.759,3.092,-2.350,2.455
1.180,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.180,3,1000.000000,0.597,-2.094,5.602,1.012,-3.525,13.712
1.190,1,1000.000000,3.100,-3.140,1.735,3.117,-2.379,2.448
1.190,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.190,3,1000.000000,0.653,-2.084,5.563,1.147,-3.859,13.537
1.200,1,1000.000000,3.117,-3.109,1.711,3.141,-2.409,2.440
1.200,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.200,3,1000.000000,0.709,-2.072,5.521,1.281,-4.185,13.354
1.210,1,1000.000000,3.134,-3.077,1.686,3.166,-2.439,2.432
1.210,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.210,3,1000.000000,0.764,-2.060,5.476,1.412,-4.501,13.164
1.220,1,1000.000000,3.151,-3.045,1.662,3.190,-2.469,2.424
1.220,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.220,3,1000.000000,0.819,-2.046,5.428,1.542,-4.809,12.968
1.230,1,1000.000000,3.168,-3.014,1.637,3.214,-2.499,2.415
1.230,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.230,3,1000.000000,0.873,-2.030,5.377,1.670,-5.108,12.765
1.240,1,1000.000000,3.184,-2.981,1.611,3.238,-2.530,2.407
1.240,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.240,3,1000.000000,0.927,-2.013,5.323,1.795,-5.399,12.556
1.250,1,1000.000000,3.200,-2.949,1.586,3.262,-2.561,2.398
1.250,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.250,3,1000.000000,0.980,-1.995,5.266,1.919,-5.680,12.342
1.260,1,1000.000000,3.216,-2.916,1.560,3.286,-2.592,2.388
1.260,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.260,3,1000.000000,1.033,-1.976,5.207,2.040,-5.953,12.122
1.270,1,1000.000000,3.232,-2.884,1.534,3.310,-2.623,2.379
1.270,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.270,3,1000.000000,1.085,-1.956,5.145,2.159,-6.216,11.898
1.280,1,1000.000000,3.247,-2.850,1.507,3.333,-2.655,2.369
1.280,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.280,3,1000.000000,1.136,-1.934,5.080,2.275,-6.471,11.669
1.290,1,1000.000000,3.262,-2.817,1.480,3.357,-2.687,2.359
1.290,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.290,3,1000.000000,1.187,-1.912,5.013,2.390,-6.717,11.436
1.300,1,1000.000000,3.277,-2.784,1.453,3.380,-2.719,2.348
1.300,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.300,3,1000.000000,1.237,-1.888,4.943,2.502,-6.954,11.200
1.310,1,1000.000000,3.291,-2.750,1.426,3.404,-2.752,2.337
1.310,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.310,3,1000.000000,1.286,-1.863,4.871,2.611,-7.182,10.960
1.320,1,1000.000000,3.306,-2.716,1.398,3.427,-2.785,2.326
1.320,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.320,3,1000.000000,1.335,-1.837,4.797,2.719,-7.402,10.717
1.330,1,1000.000000,3.320,-2.681,1.369,3.450,-2.818,2.315
1.330,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.330,3,1000.000000,1.383,-1.809,4.721,2.823,-7.613,10.471
1.340,1,1000.000000,3.333,-2.647,1.341,3.473,-2.851,2.303
1.340,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.340,3,1000.000000,1.430,-1.781,4.643,2.926,-7.815,10.223
1.350,1,1000.000000,3.347,-2.612,1.312,3.496,-2.885,2.291
1.350,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.350,3,1000.000000,1.477,-1.752,4.563,3.025,-8.009,9.973
1.360,1,1000.000000,3.360,-2.577,1.283,3.519,-2.919,2.278
1.360,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.360,3,1000.000000,1.522,-1.722,4.481,3.122,-8.194,9.720
1.370,1,1000.000000,3.373,-2.542,1.253,3.542,-2.953,2.266
1.370,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.370,3,1000.000000,1.567,-1.690,4.397,3.217,-8.371,9.466
1.380,1,1000.000000,3.385,-2.507,1.224,3.564,-2.988,2.252
1.380,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.380,3,1000.000000,1.611,-1.658,4.312,3.309,-8.540,9.211
1.390,1,1000.000000,3.397,-2.471,1.193,3.587,-3.023,2.239
1.390,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.390,3,1000.000000,1.654,-1.625,4.225,3.399,-8.701,8.955
1.400,1,1000.000000,3.409,-2.435,1.163,3.609,-3.058,2.224
1.400,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.400,3,1000.000000,1.697,-1.591,4.136,3.486,-8.854,8.697
1.410,1,1000.000000,3.421,-2.399,1.132,3.631,-3.094,2.210
1.410,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.410,3,1000.000000,1.738,-1.556,4.046,3.570,-8.999,8.439
1.420,1,1000.000000,3.432,-2.363,1.100,3.653,-3.130,2.195
1.420,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.420,3,1000.000000,1.778,-1.521,3.955,3.652,-9.136,8.181
1.430,1,1000.000000,3.443,-2.326,1.069,3.675,-3.166,2.180
1.430,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.430,3,1000.000000,1.818,-1.484,3.862,3.731,-9.266,7.922
1.440,1,1000.000000,3.454,-2.289,1.037,3.696,-3.203,2.164
1.440,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.440,3,1000.000000,1.857,-1.447,3.769,3.808,-9.388,7.664
1.450,1,1000.000000,3.464,-2.253,1.004,3.718,-3.240,2.147
1.450,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.450,3,1000.000000,1.894,-1.409,3.673,3.882,-9.503,7.405
1.460,1,1000.000000,3.474,-2.215,0.972,3.739,-3.277,2.131
1.460,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.460,3,1000.000000,1.931,-1.370,3.577,3.953,-9.611,7.147
1.470,1,1000.000000,3.484,-2.178,0.938,3.760,-3.314,2.113
1.470,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.470,3,1000.000000,1.967,-1.330,3.480,4.022,-9.712,6.890
1.480,1,1000.000000,3.494,-2.140,0.905,3.781,-3.352,2.096
1.480,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.480,3,1000.000000,2.002,-1.290,3.382,4.089,-9.806,6.633
1.490,1,1000.000000,3.503,-2.103,0.871,3.802,-3.390,2.077
1.490,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.490,3,1000.000000,2.035,-1.249,3.283,4.152,-9.893,6.377
1.500,1,1000.000000,3.511,-2.065,0.837,3.822,-3.429,2.058
1.500,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.500,3,1000.000000,2.068,-1.208,3.184,4.214,-9.974,6.121
1.510,1,1000.000000,3.520,-2.026,0.802,3.843,-3.468,2.039
1.510,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.510,3,1000.000000,2.100,-1.166,3.083,4.272,-10.048,5.867
1.520,1,1000.000000,3.528,-1.988,0.767,3.863,-3.507,2.019
1.520,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.520,3,1000.000000,2.131,-1.123,2.982,4.328,-10.116,5.615
1.530,1,1000.000000,3.535,-1.949,0.732,3.883,-3.546,1.998
1.530,2,1000000000000.000000,-0.000,0.000,-0.000,-0.000,0.000,-0.000
1.530,3,1000.000000,2.161,-1.080,2.880,4.382,-10.178,5.363
1.540,1,1000.000000,3.543,-1.910,0.696,3.903,-3.586,1.977
1.540,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.540,3,1000.000000,2.190,-1.036,2.778,4.433,-10.234,5.113
1.550,1,1000.000000,3.550,-1.871,0.659,3.922,-3.626,1.955
1.550,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.550,3,1000.000000,2.217,-0.991,2.675,4.482,-10.284,4.865
1.560,1,1000.000000,3.556,-1.832,0.623,3.942,-3.667,1.933
1.560,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.560,3,1000.000000,2.244,-0.947,2.572,4.528,-10.329,4.618
1.570,1,1000.000000,3.562,-1.793,0.586,3.961,-3.707,1.910
1.570,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.570,3,1000.000000,2.270,-0.901,2.468,4.572,-10.367,4.373
1.580,1,1000.000000,3.568,-1.753,0.548,3.980,-3.749,1.886
1.580,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.580,3,1000.000000,2.294,-0.856,2.364,4.613,-10.401,4.130
1.590,1,1000.000000,3.574,-1.713,0.510,3.998,-3.790,1.862
1.590,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.590,3,1000.000000,2.318,-0.809,2.260,4.652,-10.429,3.889
1.600,1,1000.000000,3.579,-1.673,0.472,4.017,-3.832,1.837
1.600,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.600,3,1000.000000,2.341,-0.763,2.155,4.688,-10.452,3.650
1.610,1,1000.000000,3.584,-1.633,0.433,4.035,-3.874,1.811
1.610,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.610,3,1000.000000,2.362,-0.716,2.050,4.723,-10.470,3.413
1.620,1,1000.000000,3.588,-1.593,0.394,4.053,-3.916,1.785
1.620,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.620,3,1000.000000,2.383,-0.669,1.946,4.754,-10.483,3.178
1.630,1,1000.000000,3.592,-1.552,0.354,4.070,-3.959,1.757
1.630,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.630,3,1000.000000,2.402,-0.621,1.841,4.784,-10.492,2.945
1.640,1,1000.000000,3.595,-1.512,0.314,4.087,-4.001,1.729
1.640,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.640,3,1000.000000,2.421,-0.573,1.736,4.811,-10.496,2.714
1.650,1,1000.000000,3.599,-1.471,0.274,4.104,-4.045,1.700
1.650,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.650,3,1000.000000,2.438,-0.525,1.631,4.836,-10.495,2.486
1.660,1,1000.000000,3.601,-1.430,0.233,4.121,-4.088,1.671
1.660,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.660,3,1000.000000,2.454,-0.477,1.526,4.858,-10.491,2.260
1.670,1,1000.000000,3.604,-1.388,0.192,4.138,-4.132,1.640
1.670,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.670,3,1000.000000,2.470,-0.428,1.421,4.879,-10.481,2.037
1.680,1,1000.000000,3.606,-1.347,0.150,4.154,-4.176,1.609
1.680,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.680,3,1000.000000,2.484,-0.380,1.316,4.897,-10.468,1.816
1.690,1,1000.000000,3.607,-1.306,0.108,4.169,-4.220,1.577
1.690,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.690,3,1000.000000,2.497,-0.331,1.212,4.913,-10.451,1.597
1.700,1,1000.000000,3.608,-1.264,0.065,4.185,-4.265,1.544
1.700,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.700,3,1000.000000,2.509,-0.281,1.108,4.927,-10.430,1.381
1.710,1,1000.000000,3.609,-1.222,0.022,4.200,-4.310,1.510
1.710,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.710,3,1000.000000,2.520,-0.232,1.003,4.938,-10.405,1.167
1.720,1,1000.000000,3.609,-1.180,-0.021,4.215,-4.355,1.475
1.720,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.720,3,1000.000000,2.530,-0.183,0.900,4.948,-10.377,0.956
1.730,1,1000.000000,3.609,-1.138,-0.065,4.229,-4.400,1.439
1.730,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.730,3,1000.000000,2.539,-0.133,0.796,4.955,-10.345,0.748
1.740,1,1000.000000,3.608,-1.096,-0.110,4.243,-4.446,1.402
1.740,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.740,3,1000.000000,2.547,-0.084,0.693,4.961,-10.310,0.541
1.750,1,1000.000000,3.607,-1.053,-0.155,4.257,-4.491,1.364
1.750,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.750,3,1000.000000,2.554,-0.034,0.590,4.964,-10.271,0.338
1.760,1,1000.000000,3.605,-1.011,-0.200,4.270,-4.537,1.325
1.760,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.760,3,1000.000000,2.560,0.015,0.488,4.966,-10.229,0.137
1.770,1,1000.000000,3.603,-0.968,-0.246,4.283,-4.584,1.285
1.770,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.770,3,1000.000000,2.565,0.065,0.386,4.965,-10.184,-0.061
1.780,1,1000.000000,3.601,-0.925,-0.292,4.295,-4.630,1.244
1.780,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.780,3,1000.000000,2.569,0.115,0.285,4.962,-10.136,-0.257
1.790,1,1000.000000,3.598,-0.882,-0.339,4.307,-4.677,1.201
1.790,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.790,3,1000.000000,2.571,0.164,0.184,4.958,-10.086,-0.451
1.800,1,1000.000000,3.595,-0.839,-0.386,4.319,-4.723,1.158
1.800,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.800,3,1000.000000,2.573,0.214,0.084,4.951,-10.032,-0.641
1.810,1,1000.000000,3.591,-0.796,-0.434,4.330,-4.770,1.113
1.810,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.810,3,1000.000000,2.574,0.263,-0.016,4.943,-9.975,-0.829
1.820,1,1000.000000,3.587,-0.753,-0.482,4.341,-4.817,1.068
1.820,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,-0.000
1.820,3,1000.000000,2.574,0.313,-0.115,4.933,-9.916,-1.015
1.830,1,1000.000000,3.582,-0.709,-0.531,4.351,-4.864,1.021
1.830,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,0.000
1.830,3,1000.000000,2.573,0.362,-0.214,4.921,-9.854,-1.198
1.840,1,1000.000000,3.576,-0.666,-0.580,4.361,-4.911,0.972
1.840,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,0.000
1.840,3,1000.000000,2.571,0.411,-0.312,4.907,-9.790,-1.378
1.850,1,1000.000000,3.571,-0.622,-0.630,4.370,-4.958,0.923
1.850,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,0.000
1.850,3,1000.000000,2.568,0.461,-0.409,4.892,-9.723,-1.556
1.860,1,1000.000000,3.564,-0.578,-0.680,4.379,-5.006,0.872
1.860,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,0.000
1.860,3,1000.000000,2.564,0.509,-0.505,4.874,-9.654,-1.732
1.870,1,1000.000000,3.557,-0.535,-0.730,4.387,-5.053,0.820
1.870,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,0.000
1.870,3,1000.000000,2.558,0.558,-0.601,4.855,-9.583,-1.904
1.880,1,1000.000000,3.550,-0.491,-0.781,4.394,-5.100,0.766
1.880,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,0.000
1.880,3,1000.000000,2.552,0.607,-0.696,4.835,-9.509,-2.075
1.890,1,1000.000000,3.542,-0.447,-0.833,4.402,-5.147,0.711
1.890,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,0.000
1.890,3,1000.000000,2.545,0.655,-0.791,4.812,-9.434,-2.242
1.900,1,1000.000000,3.534,-0.403,-0.885,4.408,-5.194,0.655
1.900,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,0.000
1.900,3,1000.000000,2.538,0.703,-0.884,4.788,-9.356,-2.408
1.910,1,1000.000000,3.525,-0.359,-0.937,4.414,-5.242,0.597
1.910,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,0.000
1.910,3,1000.000000,2.529,0.751,-0.977,4.762,-9.276,-2.571
1.920,1,1000.000000,3.516,-0.314,-0.990,4.419,-5.288,0.538
1.920,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,0.000
1.920,3,1000.000000,2.519,0.799,-1.069,4.735,-9.194,-2.731
1.930,1,1000.000000,3.506,-0.270,-1.043,4.424,-5.335,0.477
1.930,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,0.000
1.930,3,1000.000000,2.508,0.846,-1.160,4.706,-9.111,-2.889
1.940,1,1000.000000,3.495,-0.226,-1.097,4.428,-5.382,0.415
1.940,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,0.000
1.940,3,1000.000000,2.497,0.893,-1.250,4.676,-9.025,-3.044
1.950,1,1000.000000,3.485,-0.182,-1.151,4.432,-5.428,0.351
1.950,2,1000000000000.000000,-0.000,-0.000,-0.000,-0.000,0.000,0.000
1.950,3,1000.000000,2.484,0.940,-1.340,4.644,-8.938,-3.197
1.960,1,1000.000000,3.473,-0.137,-1.206,4.435,-5.475,0.286
1.960,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
1.960,3,1000.000000,2.471,0.986,-1.428,4.610,-8.849,-3.348
1.970,1,1000.000000,3.461,-0.093,-1.261,4.437,-5.520,0.218
1.970,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
1.970,3,1000.000000,2.457,1.032,-1.516,4.575,-8.758,-3.496
1.980,1,1000.000000,3.448,-0.049,-1.317,4.438,-5.566,0.150
1.980,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
1.980,3,1000.000000,2.441,1.078,-1.602,4.539,-8.666,-3.642
1.990,1,1000.000000,3.435,-0.004,-1.373,4.439,-5.611,0.079
1.990,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
1.990,3,1000.000000,2.425,1.124,-1.688,4.501,-8.572,-3.786
2.000,1,1000.000000,3.421,0.040,-1.430,4.439,-5.656,0.007
2.000,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.000,3,1000.000000,2.408,1.169,-1.773,4.462,-8.476,-3.927
2.010,1,1000.000000,3.407,0.084,-1.487,4.439,-5.700,-0.067
2.010,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.010,3,1000.000000,2.391,1.213,-1.857,4.421,-8.379,-4.066
2.020,1,1000.000000,3.392,0.129,-1.544,4.437,-5.744,-0.142
2.020,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.020,3,1000.000000,2.372,1.257,-1.939,4.379,-8.281,-4.202
2.030,1,1000.000000,3.377,0.173,-1.602,4.435,-5.787,-0.220
2.030,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.030,3,1000.000000,2.353,1.301,-2.021,4.336,-8.181,-4.336
2.040,1,1000.000000,3.361,0.218,-1.660,4.432,-5.830,-0.299
2.040,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.040,3,1000.000000,2.333,1.345,-2.102,4.291,-8.080,-4.469
2.050,1,1000.000000,3.344,0.262,-1.719,4.428,-5.872,-0.380
2.050,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.050,3,1000.000000,2.312,1.387,-2.182,4.245,-7.977,-4.598
2.060,1,1000.000000,3.327,0.306,-1.778,4.424,-5.913,-0.463
2.060,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.060,3,1000.000000,2.290,1.430,-2.261,4.198,-7.873,-4.726
2.070,1,1000.000000,3.309,0.350,-1.838,4.418,-5.954,-0.548
2.070,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.070,3,1000.000000,2.267,1.472,-2.338,4.149,-7.768,-4.851
2.080,1,1000.000000,3.291,0.395,-1.898,4.412,-5.994,-0.635
2.080,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.080,3,1000.000000,2.244,1.513,-2.415,4.100,-7.662,-4.974
2.090,1,1000.000000,3.272,0.439,-1.958,4.405,-6.032,-0.723
2.090,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.090,3,1000.000000,2.220,1.554,-2.490,4.049,-7.554,-5.095
2.100,1,1000.000000,3.252,0.483,-2.019,4.396,-6.070,-0.814
2.100,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.100,3,1000.000000,2.195,1.595,-2.565,3.996,-7.446,-5.214
2.110,1,1000.000000,3.232,0.527,-2.080,4.387,-6.107,-0.906
2.110,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.110,3,1000.000000,2.169,1.635,-2.638,3.943,-7.336,-5.331
2.120,1,1000.000000,3.211,0.571,-2.141,4.377,-6.143,-1.001
2.120,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.120,3,1000.000000,2.143,1.674,-2.710,3.889,-7.225,-5.445
2.130,1,1000.000000,3.190,0.614,-2.203,4.366,-6.177,-1.098
2.130,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.130,3,1000.000000,2.116,1.713,-2.782,3.833,-7.113,-5.558
2.140,1,1000.000000,3.168,0.658,-2.265,4.354,-6.210,-1.196
2.140,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.140,3,1000.000000,2.088,1.751,-2.852,3.776,-7.000,-5.668
2.150,1,1000.000000,3.145,0.702,-2.327,4.341,-6.242,-1.297
2.150,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.150,3,1000.000000,2.059,1.789,-2.920,3.719,-6.885,-5.776
2.160,1,1000.000000,3.122,0.745,-2.390,4.327,-6.273,-1.399
2.160,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.160,3,1000.000000,2.030,1.826,-2.988,3.660,-6.770,-5.883
2.170,1,1000.000000,3.098,0.788,-2.453,4.312,-6.302,-1.504
2.170,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.170,3,1000.000000,2.000,1.863,-3.055,3.600,-6.654,-5.987
2.180,1,1000.000000,3.074,0.831,-2.516,4.296,-6.329,-1.610
2.180,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.180,3,1000.000000,1.970,1.899,-3.120,3.539,-6.537,-6.089
2.190,1,1000.000000,3.048,0.874,-2.580,4.279,-6.355,-1.719
2.190,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.190,3,1000.000000,1.938,1.934,-3.184,3.477,-6.419,-6.189
2.200,1,1000.000000,3.023,0.917,-2.644,4.261,-6.379,-1.830
2.200,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.200,3,1000.000000,1.907,1.969,-3.247,3.414,-6.300,-6.287
2.210,1,1000.000000,2.996,0.960,-2.708,4.241,-6.401,-1.942
2.210,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.210,3,1000.000000,1.874,2.003,-3.309,3.350,-6.180,-6.383
2.220,1,1000.000000,2.969,1.002,-2.772,4.221,-6.422,-2.057
2.220,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.220,3,1000.000000,1.841,2.037,-3.370,3.286,-6.059,-6.477
2.230,1,1000.000000,2.941,1.044,-2.836,4.199,-6.440,-2.174
2.230,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.230,3,1000.000000,1.807,2.070,-3.429,3.220,-5.937,-6.569
2.240,1,1000.000000,2.913,1.086,-2.901,4.176,-6.456,-2.292
2.240,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.240,3,1000.000000,1.773,2.102,-3.487,3.153,-5.815,-6.659
2.250,1,1000.000000,2.884,1.128,-2.966,4.152,-6.470,-2.413
2.250,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.250,3,1000.000000,1.738,2.133,-3.544,3.086,-5.691,-6.747
2.260,1,1000.000000,2.854,1.170,-3.030,4.127,-6.481,-2.535
2.260,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.260,3,1000.000000,1.703,2.164,-3.600,3.018,-5.567,-6.833
2.270,1,1000.000000,2.824,1.211,-3.095,4.100,-6.491,-2.660
2.270,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.270,3,1000.000000,1.667,2.194,-3.654,2.948,-5.442,-6.917
2.280,1,1000.000000,2.793,1.252,-3.160,4.072,-6.497,-2.786
2.280,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.280,3,1000.000000,1.630,2.224,-3.707,2.878,-5.316,-7.000
2.290,1,1000.000000,2.761,1.293,-3.225,4.043,-6.501,-2.914
2.290,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.290,3,1000.000000,1.593,2.253,-3.759,2.808,-5.190,-7.080
2.300,1,1000.000000,2.729,1.333,-3.290,4.013,-6.502,-3.044
2.300,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.300,3,1000.000000,1.555,2.281,-3.810,2.736,-5.062,-7.158
