Time,Object,Mass,X,Y,VX,VY,AX,AY
2.310,1,1000.000000,2.696,1.373,-3.355,3.981,-6.501,-3.175
2.310,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.310,3,1000.000000,1.517,2.308,-3.859,2.664,-4.934,-7.235
2.320,1,1000.000000,2.663,1.413,-3.420,3.948,-6.496,-3.308
2.320,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.320,3,1000.000000,1.479,2.335,-3.907,2.591,-4.805,-7.309
2.330,1,1000.000000,2.629,1.452,-3.485,3.913,-6.488,-3.443
2.330,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.330,3,1000.000000,1.440,2.361,-3.954,2.517,-4.676,-7.382
2.340,1,1000.000000,2.594,1.492,-3.550,3.878,-6.477,-3.579
2.340,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.340,3,1000.000000,1.400,2.386,-3.999,2.442,-4.545,-7.453
2.350,1,1000.000000,2.558,1.530,-3.615,3.840,-6.463,-3.717
2.350,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.350,3,1000.000000,1.360,2.410,-4.044,2.367,-4.414,-7.522
2.360,1,1000.000000,2.522,1.569,-3.679,3.802,-6.445,-3.856
2.360,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.360,3,1000.000000,1.320,2.434,-4.086,2.291,-4.282,-7.589
2.370,1,1000.000000,2.485,1.607,-3.743,3.762,-6.424,-3.996
2.370,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.370,3,1000.000000,1.279,2.457,-4.128,2.215,-4.150,-7.654
2.380,1,1000.000000,2.448,1.644,-3.807,3.721,-6.399,-4.137
2.380,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.380,3,1000.000000,1.238,2.479,-4.168,2.137,-4.017,-7.717
2.390,1,1000.000000,2.410,1.682,-3.871,3.678,-6.371,-4.280
2.390,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.390,3,1000.000000,1.196,2.500,-4.207,2.060,-3.883,-7.778
2.400,1,1000.000000,2.371,1.718,-3.934,3.633,-6.339,-4.423
2.400,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.400,3,1000.000000,1.154,2.521,-4.244,1.981,-3.749,-7.838
2.410,1,1000.000000,2.332,1.755,-3.997,3.588,-6.302,-4.568
2.410,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.410,3,1000.000000,1.111,2.541,-4.281,1.902,-3.614,-7.895
2.420,1,1000.000000,2.292,1.791,-4.060,3.541,-6.262,-4.713
2.420,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.420,3,1000.000000,1.069,2.560,-4.315,1.823,-3.478,-7.951
2.430,1,1000.000000,2.251,1.826,-4.122,3.492,-6.218,-4.858
2.430,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.430,3,1000.000000,1.025,2.578,-4.349,1.743,-3.342,-8.005
2.440,1,1000.000000,2.210,1.861,-4.184,3.442,-6.169,-5.004
2.440,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.440,3,1000.000000,0.982,2.595,-4.381,1.662,-3.205,-8.056
2.450,1,1000.000000,2.168,1.895,-4.245,3.391,-6.116,-5.151
2.450,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.450,3,1000.000000,0.938,2.612,-4.411,1.581,-3.067,-8.106
2.460,1,1000.000000,2.126,1.929,-4.306,3.338,-6.059,-5.297
2.460,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.460,3,1000.000000,0.894,2.628,-4.441,1.500,-2.929,-8.154
2.470,1,1000.000000,2.083,1.963,-4.366,3.283,-5.998,-5.444
2.470,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.470,3,1000.000000,0.850,2.643,-4.469,1.418,-2.790,-8.200
2.480,1,1000.000000,2.039,1.995,-4.425,3.227,-5.931,-5.590
2.480,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.480,3,1000.000000,0.805,2.657,-4.495,1.335,-2.650,-8.245
2.490,1,1000.000000,1.995,2.028,-4.484,3.170,-5.861,-5.736
2.490,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.490,3,1000.000000,0.760,2.670,-4.520,1.252,-2.510,-8.287
2.500,1,1000.000000,1.950,2.059,-4.541,3.111,-5.785,-5.881
2.500,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.500,3,1000.000000,0.715,2.683,-4.544,1.169,-2.370,-8.327
2.510,1,1000.000000,1.904,2.091,-4.598,3.051,-5.705,-6.026
2.510,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.510,3,1000.000000,0.669,2.695,-4.566,1.085,-2.229,-8.366
2.520,1,1000.000000,1.858,2.121,-4.655,2.989,-5.620,-6.170
2.520,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.520,3,1000.000000,0.624,2.706,-4.587,1.001,-2.087,-8.402
2.530,1,1000.000000,1.812,2.151,-4.710,2.926,-5.531,-6.312
2.530,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.530,3,1000.000000,0.578,2.716,-4.607,0.917,-1.945,-8.437
2.540,1,1000.000000,1.765,2.180,-4.764,2.861,-5.436,-6.454
2.540,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.540,3,1000.000000,0.532,2.725,-4.625,0.832,-1.802,-8.469
2.550,1,1000.000000,1.717,2.209,-4.818,2.796,-5.337,-6.594
2.550,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.550,3,1000.000000,0.486,2.733,-4.641,0.747,-1.659,-8.500
2.560,1,1000.000000,1.669,2.237,-4.870,2.728,-5.233,-6.732
2.560,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.560,3,1000.000000,0.439,2.740,-4.656,0.662,-1.515,-8.529
2.570,1,1000.000000,1.620,2.264,-4.921,2.660,-5.125,-6.868
2.570,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.570,3,1000.000000,0.393,2.747,-4.670,0.576,-1.371,-8.555
2.580,1,1000.000000,1.571,2.291,-4.971,2.589,-5.011,-7.002
2.580,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.580,3,1000.000000,0.346,2.753,-4.682,0.491,-1.226,-8.580
2.590,1,1000.000000,1.521,2.317,-5.020,2.518,-4.893,-7.134
2.590,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.590,3,1000.000000,0.299,2.758,-4.693,0.405,-1.081,-8.603
2.600,1,1000.000000,1.471,2.342,-5.068,2.446,-4.770,-7.263
2.600,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.600,3,1000.000000,0.252,2.762,-4.702,0.318,-0.935,-8.623
2.610,1,1000.000000,1.420,2.366,-5.114,2.372,-4.642,-7.390
2.610,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.610,3,1000.000000,0.205,2.765,-4.710,0.232,-0.789,-8.642
2.620,1,1000.000000,1.369,2.390,-5.160,2.296,-4.510,-7.513
2.620,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.620,3,1000.000000,0.158,2.767,-4.717,0.145,-0.642,-8.658
2.630,1,1000.000000,1.318,2.413,-5.203,2.220,-4.373,-7.633
2.630,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.630,3,1000.000000,0.111,2.769,-4.722,0.059,-0.495,-8.673
2.640,1,1000.000000,1.266,2.435,-5.246,2.143,-4.232,-7.750
2.640,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.640,3,1000.000000,0.064,2.769,-4.725,-0.028,-0.348,-8.685
2.650,1,1000.000000,1.213,2.457,-5.286,2.064,-4.087,-7.863
2.650,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.650,3,1000.000000,0.016,2.769,-4.727,-0.115,-0.200,-8.696
2.660,1,1000.000000,1.160,2.477,-5.326,1.984,-3.937,-7.972
2.660,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.660,3,1000.000000,-0.031,2.768,-4.728,-0.202,-0.051,-8.704
2.670,1,1000.000000,1.107,2.497,-5.364,1.904,-3.784,-8.077
2.670,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.670,3,1000.000000,-0.078,2.766,-4.727,-0.289,0.097,-8.710
2.680,1,1000.000000,1.053,2.516,-5.400,1.822,-3.626,-8.178
2.680,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.680,3,1000.000000,-0.125,2.763,-4.724,-0.376,0.246,-8.714
2.690,1,1000.000000,0.999,2.534,-5.435,1.739,-3.465,-8.275
2.690,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.690,3,1000.000000,-0.173,2.759,-4.720,-0.464,0.396,-8.716
2.700,1,1000.000000,0.945,2.552,-5.468,1.655,-3.300,-8.366
2.700,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.700,3,1000.000000,-0.220,2.755,-4.715,-0.551,0.546,-8.715
2.710,1,1000.000000,0.890,2.568,-5.499,1.571,-3.131,-8.453
2.710,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.710,3,1000.000000,-0.267,2.749,-4.708,-0.638,0.696,-8.713
2.720,1,1000.000000,0.835,2.584,-5.528,1.485,-2.959,-8.535
2.720,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.720,3,1000.000000,-0.314,2.743,-4.699,-0.725,0.846,-8.708
2.730,1,1000.000000,0.780,2.599,-5.556,1.399,-2.784,-8.612
2.730,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.730,3,1000.000000,-0.361,2.735,-4.689,-0.812,0.997,-8.701
2.740,1,1000.000000,0.725,2.613,-5.582,1.313,-2.607,-8.683
2.740,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.740,3,1000.000000,-0.408,2.727,-4.678,-0.899,1.147,-8.691
2.750,1,1000.000000,0.669,2.626,-5.607,1.225,-2.426,-8.749
2.750,2,1000000000000.000000,-0.000,-0.000,0.000,-0.000,0.000,0.000
2.750,3,1000.000000,-0.455,2.718,-4.665,-0.986,1.299,-8.680
2.760,1,1000.000000,0.613,2.638,-5.629,1.137,-2.244,-8.809
2.760,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,0.000,0.000
2.760,3,1000.000000,-0.501,2.709,-4.650,-1.072,1.450,-8.666
2.770,1,1000.000000,0.556,2.649,-5.650,1.048,-2.059,-8.863
2.770,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,0.000,0.000
2.770,3,1000.000000,-0.548,2.698,-4.634,-1.159,1.601,-8.649
2.780,1,1000.000000,0.500,2.660,-5.668,0.959,-1.872,-8.912
2.780,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.780,3,1000.000000,-0.594,2.686,-4.617,-1.245,1.753,-8.631
2.790,1,1000.000000,0.443,2.670,-5.685,0.870,-1.683,-8.954
2.790,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.790,3,1000.000000,-0.641,2.674,-4.598,-1.331,1.905,-8.610
2.800,1,1000.000000,0.386,2.678,-5.700,0.780,-1.493,-8.991
2.800,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.800,3,1000.000000,-0.686,2.660,-4.577,-1.417,2.057,-8.586
2.810,1,1000.000000,0.329,2.686,-5.713,0.690,-1.302,-9.022
2.810,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.810,3,1000.000000,-0.732,2.646,-4.555,-1.503,2.209,-8.561
2.820,1,1000.000000,0.272,2.693,-5.724,0.599,-1.109,-9.046
2.820,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.820,3,1000.000000,-0.778,2.631,-4.532,-1.588,2.361,-8.532
2.830,1,1000.000000,0.215,2.699,-5.733,0.508,-0.916,-9.064
2.830,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.830,3,1000.000000,-0.823,2.615,-4.506,-1.673,2.513,-8.502
2.840,1,1000.000000,0.158,2.704,-5.741,0.418,-0.723,-9.076
2.840,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.840,3,1000.000000,-0.868,2.599,-4.480,-1.758,2.665,-8.469
2.850,1,1000.000000,0.100,2.708,-5.746,0.327,-0.530,-9.082
2.850,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.850,3,1000.000000,-0.913,2.581,-4.452,-1.842,2.817,-8.433
2.860,1,1000.000000,0.043,2.711,-5.749,0.236,-0.336,-9.081
2.860,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.860,3,1000.000000,-0.958,2.563,-4.422,-1.926,2.969,-8.395
2.870,1,1000.000000,-0.015,2.714,-5.751,0.145,-0.143,-9.075
2.870,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.870,3,1000.000000,-1.002,2.543,-4.391,-2.010,3.121,-8.354
2.880,1,1000.000000,-0.072,2.715,-5.750,0.055,0.049,-9.062
2.880,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.880,3,1000.000000,-1.046,2.523,-4.358,-2.093,3.273,-8.311
2.890,1,1000.000000,-0.130,2.716,-5.748,-0.036,0.240,-9.043
2.890,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.890,3,1000.000000,-1.089,2.502,-4.324,-2.175,3.425,-8.265
2.900,1,1000.000000,-0.187,2.715,-5.744,-0.126,0.431,-9.018
2.900,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.900,3,1000.000000,-1.132,2.481,-4.288,-2.257,3.576,-8.216
2.910,1,1000.000000,-0.245,2.714,-5.737,-0.216,0.619,-8.987
2.910,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.910,3,1000.000000,-1.175,2.458,-4.251,-2.339,3.728,-8.165
2.920,1,1000.000000,-0.302,2.712,-5.729,-0.305,0.807,-8.951
2.920,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.920,3,1000.000000,-1.218,2.435,-4.212,-2.420,3.879,-8.111
2.930,1,1000.000000,-0.359,2.709,-5.719,-0.394,0.992,-8.908
2.930,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.930,3,1000.000000,-1.260,2.410,-4.172,-2.501,4.029,-8.055
2.940,1,1000.000000,-0.416,2.705,-5.708,-0.483,1.175,-8.860
2.940,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.940,3,1000.000000,-1.302,2.385,-4.130,-2.581,4.179,-7.996
2.950,1,1000.000000,-0.474,2.700,-5.694,-0.571,1.356,-8.806
2.950,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.950,3,1000.000000,-1.343,2.360,-4.087,-2.660,4.329,-7.934
2.960,1,1000.000000,-0.530,2.695,-5.679,-0.659,1.534,-8.747
2.960,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.960,3,1000.000000,-1.384,2.333,-4.042,-2.739,4.479,-7.869
2.970,1,1000.000000,-0.587,2.688,-5.662,-0.745,1.709,-8.683
2.970,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.970,3,1000.000000,-1.424,2.306,-3.995,-2.817,4.628,-7.802
2.980,1,1000.000000,-0.644,2.680,-5.643,-0.832,1.882,-8.614
2.980,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.980,3,1000.000000,-1.464,2.277,-3.948,-2.894,4.776,-7.731
2.990,1,1000.000000,-0.700,2.672,-5.622,-0.917,2.051,-8.540
2.990,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
2.990,3,1000.000000,-1.504,2.249,-3.898,-2.971,4.924,-7.658
3.000,1,1000.000000,-0.757,2.663,-5.600,-1.002,2.217,-8.461
3.000,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.000,3,1000.000000,-1.543,2.219,-3.848,-3.046,5.071,-7.582
3.010,1,1000.000000,-0.813,2.653,-5.576,-1.085,2.380,-8.377
3.010,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.010,3,1000.000000,-1.581,2.188,-3.796,-3.122,5.217,-7.504
3.020,1,1000.000000,-0.868,2.642,-5.551,-1.168,2.539,-8.290
3.020,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.020,3,1000.000000,-1.619,2.157,-3.742,-3.196,5.363,-7.422
3.030,1,1000.000000,-0.924,2.630,-5.524,-1.250,2.694,-8.198
3.030,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.030,3,1000.000000,-1.657,2.125,-3.687,-3.269,5.508,-7.338
3.040,1,1000.000000,-0.979,2.618,-5.496,-1.331,2.845,-8.102
3.040,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.040,3,1000.000000,-1.693,2.092,-3.630,-3.342,5.651,-7.250
3.050,1,1000.000000,-1.034,2.605,-5.466,-1.411,2.993,-8.002
3.050,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.050,3,1000.000000,-1.730,2.059,-3.572,-3.413,5.794,-7.160
3.060,1,1000.000000,-1.089,2.591,-5.434,-1.490,3.136,-7.899
3.060,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.060,3,1000.000000,-1.765,2.025,-3.513,-3.484,5.936,-7.067
3.070,1,1000.000000,-1.143,2.576,-5.401,-1.568,3.275,-7.793
3.070,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.070,3,1000.000000,-1.801,1.990,-3.452,-3.554,6.077,-6.971
3.080,1,1000.000000,-1.197,2.560,-5.367,-1.645,3.410,-7.683
3.080,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.080,3,1000.000000,-1.835,1.955,-3.390,-3.622,6.217,-6.872
3.090,1,1000.000000,-1.251,2.543,-5.332,-1.721,3.540,-7.571
3.090,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.090,3,1000.000000,-1.869,1.918,-3.327,-3.690,6.356,-6.770
3.100,1,1000.000000,-1.304,2.526,-5.295,-1.795,3.666,-7.455
3.100,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.100,3,1000.000000,-1.902,1.881,-3.262,-3.757,6.493,-6.665
3.110,1,1000.000000,-1.357,2.508,-5.257,-1.869,3.788,-7.338
3.110,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.110,3,1000.000000,-1.935,1.844,-3.195,-3.822,6.629,-6.557
3.120,1,1000.000000,-1.410,2.490,-5.218,-1.941,3.905,-7.218
3.120,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.120,3,1000.000000,-1.967,1.806,-3.128,-3.887,6.764,-6.446
3.130,1,1000.000000,-1.462,2.470,-5.178,-2.012,4.017,-7.096
3.130,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.130,3,1000.000000,-1.998,1.767,-3.059,-3.950,6.897,-6.332
3.140,1,1000.000000,-1.514,2.450,-5.137,-2.081,4.126,-6.972
3.140,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.140,3,1000.000000,-2.029,1.727,-2.988,-4.012,7.028,-6.215
3.150,1,1000.000000,-1.565,2.429,-5.095,-2.150,4.229,-6.846
3.150,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.150,3,1000.000000,-2.059,1.687,-2.917,-4.073,7.158,-6.095
3.160,1,1000.000000,-1.616,2.408,-5.051,-2.217,4.328,-6.719
3.160,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.160,3,1000.000000,-2.088,1.646,-2.844,-4.133,7.287,-5.972
3.170,1,1000.000000,-1.666,2.386,-5.007,-2.283,4.423,-6.591
3.170,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.170,3,1000.000000,-2.116,1.605,-2.770,-4.191,7.413,-5.846
3.180,1,1000.000000,-1.716,2.363,-4.962,-2.348,4.513,-6.462
3.180,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.180,3,1000.000000,-2.144,1.563,-2.694,-4.248,7.538,-5.718
3.190,1,1000.000000,-1.766,2.339,-4.916,-2.411,4.599,-6.331
3.190,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.190,3,1000.000000,-2.171,1.521,-2.618,-4.304,7.661,-5.586
3.200,1,1000.000000,-1.815,2.315,-4.869,-2.473,4.681,-6.200
3.200,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.200,3,1000.000000,-2.197,1.478,-2.540,-4.359,7.781,-5.451
3.210,1,1000.000000,-1.864,2.290,-4.822,-2.534,4.758,-6.069
3.210,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.210,3,1000.000000,-2.222,1.434,-2.461,-4.412,7.900,-5.314
3.220,1,1000.000000,-1.912,2.265,-4.773,-2.593,4.831,-5.937
3.220,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.220,3,1000.000000,-2.247,1.390,-2.381,-4.464,8.017,-5.173
3.230,1,1000.000000,-1.960,2.239,-4.724,-2.651,4.900,-5.804
3.230,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.230,3,1000.000000,-2.271,1.345,-2.300,-4.514,8.131,-5.030
3.240,1,1000.000000,-2.007,2.213,-4.675,-2.708,4.964,-5.672
3.240,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.240,3,1000.000000,-2.294,1.300,-2.217,-4.563,8.243,-4.883
3.250,1,1000.000000,-2.054,2.186,-4.624,-2.763,5.025,-5.539
3.250,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.250,3,1000.000000,-2.316,1.255,-2.134,-4.610,8.352,-4.734
3.260,1,1000.000000,-2.100,2.158,-4.574,-2.817,5.081,-5.407
3.260,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.260,3,1000.000000,-2.337,1.208,-2.049,-4.656,8.459,-4.582
3.270,1,1000.000000,-2.146,2.130,-4.522,-2.870,5.134,-5.275
3.270,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.270,3,1000.000000,-2.358,1.162,-1.963,-4.700,8.563,-4.427
3.280,1,1000.000000,-2.191,2.101,-4.470,-2.921,5.182,-5.144
3.280,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.280,3,1000.000000,-2.377,1.115,-1.877,-4.743,8.665,-4.270
3.290,1,1000.000000,-2.236,2.072,-4.418,-2.972,5.227,-5.013
3.290,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.290,3,1000.000000,-2.396,1.067,-1.789,-4.784,8.764,-4.110
3.300,1,1000.000000,-2.280,2.042,-4.366,-3.020,5.269,-4.883
3.300,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.300,3,1000.000000,-2.414,1.020,-1.701,-4.824,8.860,-3.947
3.310,1,1000.000000,-2.324,2.012,-4.312,-3.068,5.307,-4.753
3.310,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.310,3,1000.000000,-2.431,0.971,-1.611,-4.861,8.953,-3.781
3.320,1,1000.000000,-2.367,1.981,-4.259,-3.114,5.341,-4.625
3.320,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.320,3,1000.000000,-2.447,0.923,-1.521,-4.897,9.043,-3.613
3.330,1,1000.000000,-2.409,1.950,-4.205,-3.159,5.372,-4.497
3.330,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.330,3,1000.000000,-2.462,0.874,-1.429,-4.932,9.130,-3.443
3.340,1,1000.000000,-2.451,1.919,-4.151,-3.203,5.400,-4.371
3.340,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.340,3,1000.000000,-2.477,0.824,-1.337,-4.965,9.213,-3.269
3.350,1,1000.000000,-2.493,1.887,-4.097,-3.245,5.424,-4.245
3.350,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.350,3,1000.000000,-2.490,0.775,-1.244,-4.996,9.294,-3.094
3.360,1,1000.000000,-2.534,1.854,-4.043,-3.286,5.445,-4.121
3.360,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.360,3,1000.000000,-2.503,0.725,-1.150,-5.025,9.371,-2.916
3.370,1,1000.000000,-2.574,1.821,-3.988,-3.326,5.464,-3.998
3.370,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.370,3,1000.000000,-2.514,0.675,-1.056,-5.052,9.444,-2.736
3.380,1,1000.000000,-2.614,1.788,-3.933,-3.365,5.479,-3.877
3.380,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.380,3,1000.000000,-2.525,0.624,-0.961,-5.078,9.514,-2.553
3.390,1,1000.000000,-2.653,1.754,-3.878,-3.403,5.492,-3.756
3.390,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.390,3,1000.000000,-2.534,0.573,-0.865,-5.101,9.580,-2.368
3.400,1,1000.000000,-2.692,1.720,-3.823,-3.439,5.502,-3.638
3.400,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.400,3,1000.000000,-2.543,0.522,-0.769,-5.123,9.643,-2.182
3.410,1,1000.000000,-2.730,1.686,-3.768,-3.474,5.510,-3.521
3.410,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.410,3,1000.000000,-2.551,0.471,-0.672,-5.143,9.702,-1.993
3.420,1,1000.000000,-2.768,1.651,-3.713,-3.508,5.515,-3.405
3.420,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.420,3,1000.000000,-2.557,0.420,-0.574,-5.161,9.756,-1.802
3.430,1,1000.000000,-2.805,1.616,-3.658,-3.541,5.517,-3.291
3.430,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.430,3,1000.000000,-2.563,0.368,-0.476,-5.177,9.807,-1.609
3.440,1,1000.000000,-2.842,1.581,-3.603,-3.573,5.518,-3.179
3.440,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.440,3,1000.000000,-2.568,0.316,-0.377,-5.191,9.854,-1.415
3.450,1,1000.000000,-2.878,1.545,-3.548,-3.604,5.516,-3.068
3.450,2,1000000000000.000000,-0.000,-0.000,0.000,0.000,-0.000,0.000
3.450,3,1000.000000,-2.572,0.264,-0.279,-5.203,9.897,-1.219
